n_points_per_county,n_counties,n_time_periods,n_components,mu1,defRt1,defRtMid,defRtLast,prY11,prY22
1000,1000,5,2,90,4,10,20,90,80
1000,1000,6,2,90,4,10,20,90,80
1000,1000,4,2,90,4,10,20,75,80
1000,1000,4,2,90,4,10,20,80,80
1000,1000,4,2,90,4,10,20,85,80
1000,1000,4,2,90,4,10,20,95,80
