"x","fixed_effect","time","county_id","true_deforestation_probability","estimated_deforestation_probability_naive","estimated_deforestation_probability_em","estimated_deforestation_probability_md","county_id_factor","y_true","y_naive","y_em","y_md","x_first_diff","y_true_first_diff","y_naive_first_diff","y_em_first_diff","y_md_first_diff"
-1.1891998359455,2.75934415927392,1,1,0.0809242006822826,0.171249252839211,0.079632777769457,0.0831950716325167,"1",-2.42985567667158,-1.57679932890104,-2.44734695588537,-2.39970661067842,NA,NA,NA,NA,NA
-1.6507683941496,2.75934415927392,2,1,0.0525791255730765,0.168457648546144,0.0607965694976659,0.061933187667534,"1",-2.89142423487568,-1.59659785687445,-2.73749873700177,-2.71776498923755,-0.4615685582041,-0.4615685582041,-0.0197985279734092,-0.290151781116398,-0.318058378559132
0.331180473390465,2.75934415927392,3,1,0.28710720531367,0.333665008291874,0.297719132722672,0.302745419093534,"1",-0.909475367335615,-0.69165501415525,-0.858182885421709,-0.834258345117453,1.98194886754007,1.98194886754007,0.904942842719198,1.87931585158006,1.8835066441201
-0.13604320578722,2.75934415927392,4,1,0.201539670611113,0.330405687996654,0.227710343972517,0.18905926492914,"1",-1.3766990465133,-0.706350767535647,-1.22128528165004,-1.45613443812358,-0.467223679177685,-0.467223679177686,-0.0146957533803976,-0.363102396228331,-0.621876093006132
-0.88544714484499,2.75934415927392,5,1,0.106585516510265,0.302840635532017,0.09634512880413,0.1039936972548,"1",-2.12610298557107,-0.833807316245221,-2.23851067156303,-2.15361715327834,-0.749403939057769,-0.749403939057769,-0.127456548709574,-1.01722538991299,-0.69748271515476
-1.26788084889784,2.75934415927392,6,1,0.0752618890037217,0.305119107957425,0.0713251775144204,0.0631949688934498,"1",-2.50853668962392,-0.823038234253493,-2.5665092620148,-2.69625049092496,-0.382433704052854,-0.382433704052854,0.0107690819917278,-0.327998590451771,-0.542633337646611
-1.01440158608719,2.75934415927392,7,1,0.0949141135283931,0.322801474460242,0.109233796498115,0.095577052297045,"1",-2.25505742681327,-0.740926968861353,-2.09859148800392,-2.2473643609723,0.253479262810655,0.253479262810655,0.0821112653921399,0.467917774010881,0.448886129952654
-0.855122367573368,2.75934415927392,8,1,0.10950783468361,0.343817787418655,0.0929296261798271,0.109277267464874,"1",-2.09577820829945,-0.646326684153561,-2.27837753780198,-2.09814480159986,0.15927921851382,0.159279218513821,0.0946002847077929,-0.179786049798058,0.149219559372446
-0.864799693166458,2.75934415927392,9,1,0.108567701893911,0.36505286588759,0.112437871090241,0.0783575229889037,"1",-2.10545553389254,-0.553499560917987,-2.06607771118595,-2.46487539746679,-0.00967732559309009,-0.0096773255930902,0.0928271232355738,0.212299826616023,-0.366730595866931
-0.416598288989361,2.75934415927392,10,1,0.160130941811735,0.382042253521127,0.136523981590725,0.139160935594053,"1",-1.65725412971544,-0.480888869925406,-1.84446583615545,-1.82227649647556,0.448201404177098,0.448201404177097,0.0726106909925806,0.221611875030499,0.642598900991223
1.57846491394475,0.584840148192951,1,2,0.13744264554189,0.212213740458015,0.134140811804209,0.138810674263772,"2",-1.83669493786229,-1.31163283235087,-1.86483221253503,-1.8252034217402,NA,NA,NA,NA,NA
-0.592921594707711,0.584840148192951,2,2,0.0178440243856035,0.168120805369128,0.030334952899991,0.0384772904234767,"2",-4.00808144651476,-1.59900443095033,-3.46465009086457,-3.21844997552633,-2.17138650865247,-2.17138650865247,-0.287371598599455,-1.59981787832954,-1.39324655378612
1.65718296652337,0.584840148192951,3,2,0.14704390173293,0.240371389270977,0.145159672003615,0.144444307607793,"2",-1.75797688528368,-1.15064446118631,-1.77308037782364,-1.77885717166219,2.25010456123108,2.25010456123108,0.448359969764019,1.69156971304093,1.43959280386414
-1.24469796545138,0.584840148192951,4,2,0.0093790097966331,0.180022787694645,0.0152898890314843,0.00366517603330636,"2",-4.65985781725843,-1.51619310881973,-4.16515553194408,-5.60520700463288,-2.90188093197475,-2.90188093197475,-0.365548647633424,-2.39207515412044,-3.82634983297069
-0.334712328444732,0.584840148192951,5,2,0.0229802395629755,0.188047202131709,0.0162446188332091,0.0167961234054636,"2",-3.74987218025178,-1.46274920128343,-4.10361556456353,-4.06966839097058,0.909985637006649,0.909985637006649,0.0534439075363029,0.061539967380547,1.53553861366231
-0.552410707450221,0.584840148192951,6,2,0.0185680455831917,0.189735614307932,0.0209996307504857,0.0290924035545444,"2",-3.96757055925727,-1.45172899702011,-3.8420271654419,-3.5077542066097,-0.217698379005489,-0.217698379005489,0.0110202042633176,0.261588399121635,0.561914184360879
0.0994331579422343,0.584840148192951,7,2,0.0350355941915885,0.199767711962834,0.0371341489188789,0.0320681328895531,"2",-3.31572669386481,-1.38774679420021,-3.2553770966717,-3.40729890741827,0.651843865392456,0.651843865392456,0.0639822028199049,0.586650068770199,0.100455299191425
-0.587866415898304,0.584840148192951,8,2,0.0179328357824873,0.186937817755182,0.0125440132783766,0.0106702991119691,"2",-4.00302626770535,-1.47003155536656,-4.36588840322196,-4.52956354609574,-0.687299573840539,-0.687299573840539,-0.0822847611663517,-1.11051130655026,-1.12226463867747
-0.239144975020599,0.584840148192951,9,2,0.0252266298411438,0.198598130841122,0.0264274566043402,0.0204941117858709,"2",-3.65430482682765,-1.39507919067562,-3.60656884756709,-3.86691063388694,0.348721440877706,0.348721440877705,0.074952364690934,0.759319555654864,0.662652912208805
